segment_id,road_name,road_type,length_m,pass_count,affected_pass_count,unique_bus_count,event_count,pothole_count,speed_breaker_count,broken_patch_count,roughness_count,mean_severity,max_severity,confidence,condition_score,condition_class,suppressed_count,explanation,last_observed_at
SEG_106,RESIDENTIAL_LINK_C,RESIDENTIAL,161.4,60,39,10,39,0,0,0,39,3.36,5,0.86,72.1,MODERATE,0,"39 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 0 broken patches, and 39 roughness events contributed to the condition estimate.",2026-09-20T09:21:10
SEG_107,RESIDENTIAL_LINK_C,RESIDENTIAL,155.2,60,58,10,66,21,0,0,45,3.2,5,0.8490000000000001,50.5,MODERATE,1,"58 of 60 passes reported accepted hazards across 10 buses; 21 potholes, 0 speed breakers, 0 broken patches, and 45 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.500000
SEG_108,RESIDENTIAL_LINK_C,RESIDENTIAL,96.8,60,45,10,45,45,0,0,0,3.16,5,0.847,53,MODERATE,2,"45 of 60 passes reported accepted hazards across 10 buses; 45 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.400000
SEG_109,RESIDENTIAL_LINK_C,RESIDENTIAL,122.8,60,58,10,62,19,0,0,43,3.27,5,0.85,46.4,POOR,1,"58 of 60 passes reported accepted hazards across 10 buses; 19 potholes, 0 speed breakers, 0 broken patches, and 43 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.500000
SEG_110,RESIDENTIAL_LINK_C,RESIDENTIAL,131.4,60,47,10,47,47,0,0,0,3.17,5,0.843,51.9,MODERATE,1,"47 of 60 passes reported accepted hazards across 10 buses; 47 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.300000
SEG_111,RESIDENTIAL_LINK_C,RESIDENTIAL,175.8,60,47,10,47,47,0,0,0,2.74,5,0.823,56.5,MODERATE,1,"47 of 60 passes reported accepted hazards across 10 buses; 47 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.200000
SEG_112,RESIDENTIAL_LINK_C,RESIDENTIAL,87.4,60,55,10,57,17,0,0,40,3.05,5,0.833,48.6,POOR,0,"55 of 60 passes reported accepted hazards across 10 buses; 17 potholes, 0 speed breakers, 0 broken patches, and 40 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.800000
SEG_113,RESIDENTIAL_LINK_C,RESIDENTIAL,145.2,60,46,10,46,46,0,0,0,3.33,5,0.851,51.8,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 46 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.800000
SEG_114,RESIDENTIAL_LINK_C,RESIDENTIAL,98.3,60,56,10,59,18,0,0,41,2.61,5,0.818,50.4,MODERATE,1,"56 of 60 passes reported accepted hazards across 10 buses; 18 potholes, 0 speed breakers, 0 broken patches, and 41 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.800000
SEG_115,RESIDENTIAL_LINK_C,RESIDENTIAL,176.8,60,56,10,60,12,0,0,48,3.22,5,0.852,57.6,MODERATE,0,"56 of 60 passes reported accepted hazards across 10 buses; 12 potholes, 0 speed breakers, 0 broken patches, and 48 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.400000
SEG_116,RESIDENTIAL_LINK_C,RESIDENTIAL,173.6,60,57,10,60,9,0,0,51,2.73,5,0.828,60.2,MODERATE,0,"57 of 60 passes reported accepted hazards across 10 buses; 9 potholes, 0 speed breakers, 0 broken patches, and 51 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.700000
SEG_117,RESIDENTIAL_LINK_C,RESIDENTIAL,129.4,60,48,10,48,48,0,0,0,3.46,5,0.856,50.2,MODERATE,0,"48 of 60 passes reported accepted hazards across 10 buses; 48 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.200000
SEG_118,RESIDENTIAL_LINK_C,RESIDENTIAL,86.7,60,42,10,42,42,0,0,0,3.29,5,0.8540000000000001,54,MODERATE,2,"42 of 60 passes reported accepted hazards across 10 buses; 42 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.500000
SEG_119,RESIDENTIAL_LINK_C,RESIDENTIAL,163.8,60,56,10,59,13,0,0,46,3.12,5,0.836,56.8,MODERATE,0,"56 of 60 passes reported accepted hazards across 10 buses; 13 potholes, 0 speed breakers, 0 broken patches, and 46 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.100000
SEG_120,RESIDENTIAL_LINK_C,RESIDENTIAL,107.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_121,RESIDENTIAL_LINK_C,RESIDENTIAL,142.6,60,57,10,66,0,0,22,44,3.23,5,0.847,50.1,MODERATE,0,"57 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 22 broken patches, and 44 roughness events contributed to the condition estimate.",2026-09-20T09:21:09
SEG_122,RESIDENTIAL_LINK_C,RESIDENTIAL,120.5,60,55,10,77,34,0,43,0,3.1,5,0.835,48.4,POOR,1,"55 of 60 passes reported accepted hazards across 10 buses; 34 potholes, 0 speed breakers, 43 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.500000
SEG_123,RESIDENTIAL_LINK_C,RESIDENTIAL,146.9,60,58,10,81,18,0,23,40,3.01,5,0.8420000000000001,47.4,POOR,1,"58 of 60 passes reported accepted hazards across 10 buses; 18 potholes, 0 speed breakers, 23 broken patches, and 40 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.700000
SEG_124,RESIDENTIAL_LINK_C,RESIDENTIAL,128.1,60,52,10,52,0,0,0,52,3.06,5,0.8270000000000001,61.5,MODERATE,1,"52 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 0 broken patches, and 52 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.900000
SEG_125,RESIDENTIAL_LINK_C,RESIDENTIAL,107.5,60,57,10,62,19,0,0,43,2.97,5,0.8420000000000001,48.1,POOR,0,"57 of 60 passes reported accepted hazards across 10 buses; 19 potholes, 0 speed breakers, 0 broken patches, and 43 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.200000
SEG_126,RESIDENTIAL_LINK_C,RESIDENTIAL,162.6,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_127,RESIDENTIAL_LINK_C,RESIDENTIAL,91.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_128,RESIDENTIAL_LINK_C,RESIDENTIAL,98.9,60,45,10,45,0,0,45,0,2.82,5,0.83,54.4,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 45 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:11
SEG_129,RESIDENTIAL_LINK_C,RESIDENTIAL,114.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_130,RESIDENTIAL_LINK_C,RESIDENTIAL,172.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_131,RESIDENTIAL_LINK_C,RESIDENTIAL,112,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_132,RESIDENTIAL_LINK_C,RESIDENTIAL,96,60,42,10,42,0,0,42,0,2.88,5,0.833,55.5,MODERATE,0,"42 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 42 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.400000
SEG_133,RESIDENTIAL_LINK_C,RESIDENTIAL,90.3,60,43,10,43,0,0,43,0,3.26,5,0.8490000000000001,53.6,MODERATE,0,"43 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 43 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.900000
SEG_134,RESIDENTIAL_LINK_C,RESIDENTIAL,90.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_135,RESIDENTIAL_LINK_C,RESIDENTIAL,149.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,3,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_136,JUNCTION_LOOP_D,URBAN,115.2,60,40,10,40,0,0,40,0,2.9,5,0.836,56.4,MODERATE,1,"40 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 40 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:05.300000
SEG_137,JUNCTION_LOOP_D,URBAN,168.1,60,47,10,47,0,0,47,0,3.15,5,0.84,56.5,MODERATE,0,"47 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 47 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.600000
SEG_138,JUNCTION_LOOP_D,URBAN,89.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_139,JUNCTION_LOOP_D,URBAN,108.7,60,45,10,45,0,0,45,0,2.91,5,0.8290000000000001,54,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 45 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.400000
SEG_140,JUNCTION_LOOP_D,URBAN,124.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_141,JUNCTION_LOOP_D,URBAN,120.5,60,49,10,49,0,0,49,0,3.06,5,0.841,51.5,MODERATE,2,"49 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 49 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.500000
SEG_142,JUNCTION_LOOP_D,URBAN,94.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_143,JUNCTION_LOOP_D,URBAN,89.9,60,50,10,50,0,0,50,0,2.96,5,0.8370000000000001,51.4,MODERATE,0,"50 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 50 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:05.400000
SEG_144,JUNCTION_LOOP_D,URBAN,94.4,60,45,10,45,0,0,45,0,3.09,5,0.846,53.3,MODERATE,2,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 45 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.100000
SEG_145,JUNCTION_LOOP_D,URBAN,170.8,60,48,10,48,0,0,48,0,3.31,5,0.8490000000000001,55.2,MODERATE,0,"48 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 48 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.100000
SEG_146,JUNCTION_LOOP_D,URBAN,161.2,60,39,10,39,0,39,0,0,2.41,5,0.815,72.3,MODERATE,1,"39 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 39 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.300000
SEG_147,JUNCTION_LOOP_D,URBAN,146,60,49,10,49,0,49,0,0,3.16,5,0.836,60.3,MODERATE,1,"49 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 49 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.900000
SEG_148,JUNCTION_LOOP_D,URBAN,97.8,60,42,10,42,0,42,0,0,2.9,5,0.836,60.4,MODERATE,1,"42 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 42 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.900000
SEG_149,JUNCTION_LOOP_D,URBAN,133.9,60,49,10,49,0,49,0,0,3.06,5,0.838,59.4,MODERATE,0,"49 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 49 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.100000
SEG_150,JUNCTION_LOOP_D,URBAN,129,60,46,10,46,0,46,0,0,3.02,5,0.835,61.4,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 46 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.700000
SEG_151,JUNCTION_LOOP_D,URBAN,145.8,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_152,JUNCTION_LOOP_D,URBAN,98.3,60,45,10,45,0,45,0,0,2.87,5,0.833,57.8,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 45 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.700000
SEG_153,JUNCTION_LOOP_D,URBAN,124.6,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_154,JUNCTION_LOOP_D,URBAN,119.9,60,44,10,44,0,44,0,0,3.39,5,0.848,60.4,MODERATE,1,"44 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 44 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.700000
SEG_155,JUNCTION_LOOP_D,URBAN,116.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,4,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_156,JUNCTION_LOOP_D,URBAN,150.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_157,JUNCTION_LOOP_D,URBAN,175.1,60,39,10,39,0,39,0,0,3.18,5,0.8420000000000001,70.4,MODERATE,0,"39 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 39 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.500000
SEG_158,JUNCTION_LOOP_D,URBAN,130.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_159,JUNCTION_LOOP_D,URBAN,135.9,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_160,JUNCTION_LOOP_D,URBAN,147,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
